bite_date,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,main_color,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,ResultsIDDesc
4/17/2014 00:00,DOG,PIT BULL,FEMALE,BROWN,BROWN,,,,,HEAD,,,,,
4/18/2014 00:00,DOG,,,,,1,5/22/2014 00:00,40215,,HEAD,,,,,
4/18/2014 00:00,DOG,DACHSHUND,FEMALE,BROWN,BROWN,1,4/16/2014 00:00,40218,,HEAD,,,,,
4/20/2014 00:00,DOG,,FEMALE,TAN,TAN,,,40241,,HEAD,,,,,
4/19/2014 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BRN BLCK,,,40272,,BODY,,,,,
4/19/2014 00:00,DOG,,,,,,,,,BODY,,,,,
4/18/2014 00:00,DOG,,MALE,BLACK,BLK WHITE,,,,,BODY,,,,,
4/21/2014 00:00,CAT,,,,,,,,,UNKNOWN,,,,,
4/20/2014 00:00,CAT,,FEMALE,BLACK,BLACK,1,5/12/2014 00:00,,,BODY,,,,,
4/20/2014 00:00,DOG,YORKSHIRE TERRIER,,,,,,,,BODY,,,,,
4/22/2014 00:00,DOG,,,BLACK,BLACK,1,5/2/2015 00:00,40241,,BODY,,,,,
4/22/2014 00:00,DOG,AM BULLDOG,MALE,WHITE,WHITE,1,4/5/2014 00:00,40219,,,,,,,
4/22/2014 00:00,DOG,PIT BULL,MALE,BROWN,BRN BLK,,,,,BODY,,,,,
4/22/2014 00:00,DOG,,,BROWN,BROWN,3,5/5/2014 00:00,40299,,BODY,,,,,
4/22/2014 00:00,DOG,BASSET HOUND,,MULTICOLOR,MULTICOLOR,1,6/6/2014 00:00,,,HEAD,,,,,
4/21/2014 00:00,CAT,,FEMALE,BLACK,BLK WHTE,,,,,BODY,,,,,
4/21/2014 00:00,DOG,,FEMALE,BROWN,BRN WHT,,,,,BODY,,,,,
4/17/2014 00:00,DOG,SCHNAUZER,FEMALE,GRAY,GRAY BLCK,,,,,BODY,,,,,
4/20/2014 00:00,DOG,DOBERMAN,MALE,BLACK,BLK RED,3,10/18/2012 00:00,40241,,BODY,,,,,
4/19/2014 00:00,DOG,PIT BULL,,BROWN,BRN WHT,,,,,BODY,,,,,
4/12/2014 00:00,DOG,LABRADOR RETRIV,,BLACK,BLACK,,,40291,,BODY,,,,,
4/18/2014 00:00,DOG,CANE CORSO,MALE,BLUE,BLUE,,,40215,,BODY,,,,,
4/18/2014 00:00,DOG,LABRADOR RETRIV,FEMALE,BLACK,BLACK,,11/15/2012 00:00,,,BODY,,,,,
4/23/2014 00:00,DOG,CHICHAUHUA,,,,,,40216,,BODY,,,,,
4/21/2014 00:00,DOG,MALTASE,MALE,WHITE,WHITE,3,2/1/2012 00:00,40076,,BODY,,,,,
4/24/2014 00:00,DOG,ROTTWEILER,FEMALE,BROWN,BRN WHT,,5/11/2013 00:00,40211,,BODY,,,,,
4/23/2014 00:00,DOG,PIT BULL,MALE,RED,RED WHT,,,40212,,BODY,,,,,
4/23/2014 00:00,DOG,,FEMALE,BLACK,BLK WHT,,,47111,,BODY,,,,,
4/19/2014 00:00,DOG,DACHSHUND,FEMALE,BLACK,BLK GRAY,,5/5/2014 00:00,28654,,BODY,,,,,
4/23/2014 00:00,DOG,AAUST. TERR.,FEMALE,BLACK,BLK BRN,,4/29/2013 00:00,,,HEAD,,,,,
4/23/2014 00:00,DOG,SHIH TZU,MALE,WHITE,WHT BLK,,,,,BODY,,,,,
4/27/2014 00:00,DOG,SHIH TZU,MALE,,,1,5/20/2014 00:00,40291,,HEAD,,,,,
4/27/2014 00:00,DOG,LABRADOR RETRIV,MALE,TAN,TAN,1,5/17/2014 00:00,40229,,HEAD,,,,,
4/25/2014 00:00,DOG,,,BLACK,BLK GRAY,1,4/23/2014 00:00,40245,,BODY,,,,,
4/26/2014 00:00,DOG,BORDER COLLIE,MALE,,,1,1/24/2014 00:00,40216,,UNKNOWN,,,,,
4/26/2014 00:00,DOG,,FEMALE,,,1,9/7/2013 00:00,40212,,BODY,,,,,
4/26/2014 00:00,CAT,,MALE,ORANGE,ORANGE,1,8/31/2013 00:00,,,BODY,,,,,
4/26/2014 00:00,DOG,,MALE,BLACK,BLACK,,,,,BODY,,,,,
4/26/2014 00:00,CAT,,FEMALE,CALICO,CALICO,1,11/21/2013 00:00,40205,,BODY,,,,,
4/26/2014 00:00,CAT,,FEMALE,GRAY,GRAY,1,7/12/2013 00:00,,,BODY,,,,,
4/25/2014 00:00,DOG,SHIH TZU,MALE,WHITE,WHITE,3,12/29/2013 00:00,,,BODY,,,,,
4/21/2014 00:00,DOG,,FEMALE,,,1,4/26/2014 00:00,40216,,BODY,,,,,
4/27/2014 00:00,DOG,BORDER COLLIE,,,,,,,,HEAD,,,,,
4/26/2014 00:00,CAT,,FEMALE,ORANGE,ORANGE,1,4/18/2014 00:00,40242,,HEAD,,,,,
4/26/2014 00:00,CAT,,MALE,WHITE,WHITE,,,40217,,HEAD,,,,,
4/25/2014 00:00,CAT,,,,,,,40243,,BODY,,,,,
4/28/2014 00:00,DOG,BORDER COLLIE,MALE,BLACK,BLK WHT,3,9/6/2013 00:00,,,BODY,,,,,
4/28/2014 00:00,DOG,ENGLISH BULLDOG,MALE,BROWN,BRN TAN,,,,,BODY,,,,,
4/26/2014 00:00,DOG,WEIMARANER,,GRAY,GRAY,3,9/16/2013 00:00,,,BODY,,,,,
4/27/2014 00:00,DOG,,,BLACK,BLACK,,,,,BODY,,,,,
4/24/2014 00:00,CAT,,FEMALE,BLACK,BLACK,,,,,HEAD,,,,,
4/26/2014 00:00,DOG,,MALE,BROWN,BRN WHT,1,10/3/2013 00:00,40059,,BODY,,,,,
4/26/2014 00:00,DOG,LABRADOR RETRIV,MALE,BLACK,BLACK,,2/4/2013 00:00,40208,,BODY,,,,,
4/22/2014 00:00,DOG,GERM SHEPHERD,MALE,BLACK,BLK TAN,,1/13/2014 00:00,,,BODY,,,,,
4/26/2014 00:00,CAT,,FEMALE,CALICO,CALICO,1,5/10/2014 00:00,,,BODY,,,,5/12/2014 00:00,
4/29/2014 00:00,CAT,,MALE,BLACK,BLACK,1,5/22/2014 00:00,,,BODY,,,,,
4/24/2014 00:00,CAT,,FEMALE,BLACK,BLACK,1,4/24/2014 00:00,,,BODY,,,,,
4/29/2014 00:00,DOG,GERM SHEPHERD,,,,,,,,BODY,,,,,
4/29/2014 00:00,,,,,,,,,,BODY,,,,,
4/29/2014 00:00,DOG,,MALE,,,3,5/9/2013 00:00,,,BODY,,,,,
5/1/2014 00:00,DOG,CHICHAUHUA,MALE,BLACK,BLACK,1,11/3/2013 00:00,,,BODY,,,,,
5/1/2014 00:00,DOG,,,,,,,,,UNKNOWN,,,,,
5/1/2014 00:00,DOG,AAUST. TERR.,MALE,GRAY,GREY BLCK,,8/28/2013 00:00,,,BODY,,,,,
,,,,,,,,,,,,,,,
5/3/2014 00:00,DOG,,,,,,,37228,,HEAD,,,,,
5/4/2014 00:00,DOG,,MALE,BROWN,BROWN,3,5/1/2014 00:00,47129,,HEAD,,,,,
5/3/2014 00:00,DOG,,MALE,,,1,5/14/2014 00:00,52349,,HEAD,,,,,
5/2/2014 00:00,DOG,,FEMALE,,,1,5/15/2014 00:00,,,UNKNOWN,,,,,
5/3/2014 00:00,CAT,,MALE,,,1,5/15/2014 00:00,,,BODY,,,,,
5/3/2014 00:00,DOG,BOSTON TERRIER,MALE,,,,,,,BODY,,,,,
5/3/2014 00:00,DOG,AKITA,,,,,,40210,,BODY,,,,,
5/3/2014 00:00,DOG,MIN PIN,MALE,BLACK,BLACK,,,,,BODY,,,,,
5/4/2014 00:00,DOG,PIT BULL,FEMALE,TRICOLOR,TRI,1,7/16/2013 00:00,40212,,BODY,,,,,
5/4/2014 00:00,DOG,MALTASE,MALE,WHITE,WHITE,1,9/26/2013 00:00,,,BODY,,,,,
5/3/2014 00:00,DOG,GERM SHEPHERD,FEMALE,TAN,TAN BLACK,3,5/16/2014 00:00,37601,,BODY,,,,,
5/4/2014 00:00,CAT,,MALE,SILVER,SILVER,,,,,BODY,,,,,
5/4/2014 00:00,DOG,PIT BULL,,,,,,,,BODY,,,,,
4/30/2014 00:00,DOG,,MALE,WHITE,WHITE,1,4/30/2014 00:00,40212,,BODY,,,,,
4/29/2014 00:00,CAT,,MALE,ORANGE,ORANGE,,,,,BODY,,,,,
4/29/2014 00:00,DOG,,MALE,WHITE,WHITE TAN,3,8/13/2013 00:00,40272,,BODY,,,,,
5/4/2014 00:00,DOG,,FEMALE,BROWN,BRN BLK,,,,,BODY,,,,,
5/5/2014 00:00,DOG,,MALE,WHITE,WHT BRN,,,,,BODY,,,,,
5/5/2014 00:00,DOG,,FEMALE,,,1,10/14/2013 00:00,40207,,BODY,,,,,
5/4/2014 00:00,DOG,,MALE,RED,RED WHT,1,7/11/2013 00:00,,,BODY,,,,,
5/1/2014 00:00,CAT,,FEMALE,,,,,,,BODY,,,,,
5/2/2014 00:00,DOG,PIT BULL,FEMALE,BLUE,BLUE WHITE,,,,,BODY,,,,,
5/2/2014 00:00,DOG,CANE CORSO,MALE,BROWN,BRN GRAY,,,,,BODY,,,,,
5/3/2014 00:00,DOG,,FEMALE,BRINDLE,BRINDLE,1,6/10/2014 00:00,40218,,BODY,,,,,
5/5/2014 00:00,DOG,,FEMALE,,,,,40216,,BODY,,,,,
4/30/2014 00:00,DOG,CHICHAUHUA,FEMALE,WHITE,WHT BRN,,,,,BODY,,,,,
5/6/2014 00:00,CAT,,,,,,,,,BODY,,,,,
,,,,,,,,,,,,,,,
5/1/2014 00:00,DOG,BEAGLE,MALE,RED,RED,1,5/29/2014 00:00,40218,,BODY,,,,,
5/5/2014 00:00,DOG,CHICHAUHUA,MALE,BROWN,BRN BLK,1,1/8/2014 00:00,40272,,BODY,,,,,
5/1/2014 00:00,DOG,CHICHAUHUA,MALE,WHITE,WHITE BLCK,1,5/12/2014 00:00,40229,,BODY,,,,,
5/6/2014 00:00,DOG,,MALE,BLACK,BLACK,1,6/12/2014 00:00,,,BODY,,,,,
5/6/2014 00:00,DOG,,,,,,,,,BODY,,,,,
5/6/2014 00:00,CAT,,,BLACK,BLACK,,,,,BODY,,,,,
5/3/2014 00:00,CAT,,MALE,,,,,,,BODY,,,,,
5/3/2014 00:00,DOG,,MALE,BRINDLE,BRINDLE,3,5/15/2014 00:00,40213,,BODY,,,,,
5/7/2014 00:00,DOG,,MALE,,,1,7/12/2013 00:00,40223,,BODY,,,,,
5/7/2014 00:00,DOG,,FEMALE,TRICOLOR,TRICOLOR,1,5/7/2014 00:00,40203,,BODY,,,,,
5/8/2014 00:00,DOG,AM BULLDOG,,,,,,,,BODY,,,,,
5/7/2014 00:00,DOG,BOXER,,BROWN,DARK BROWN,,,40204,,BODY,,,,,
5/9/2014 00:00,DOG,,MALE,TRICOLOR,TRI,1,3/15/2014 00:00,,,HEAD,,,,,
5/11/2014 00:00,DOG,,,BLACK,BLK BRN,,,,,HEAD,,,,,
5/9/2014 00:00,DOG,DACHSHUND,,,,,,,,BODY,,,,,
5/10/2014 00:00,DOG,BORDER COLLIE M,,,,,,,,,,,,,
5/10/2014 00:00,DOG,,MALE,BROWN,BRN WHT,,,,,BODY,,,,,
5/12/2014 00:00,DOG,PIT BULL,MALE,BLUE,BLUE,,,40211,,BODY,,,,,
5/11/2014 00:00,DOG,,MALE,TAN,TAN BLCK,,,40208,,HEAD,,,,,
5/3/2014 00:00,DOG,,FEMALE,BLACK,BLK WHT,,,65809,,BODY,,,,,
5/13/2014 00:00,DOG,,,YELLOW,YELLOW,,,,,BODY,,,,,
5/13/2014 00:00,DOG,,,,,,,,,HEAD,,,,,
5/13/2014 00:00,DOG,,MALE,BROWN,BROWN,1,9/14/2013 00:00,,,BODY,,,,,
5/14/2014 00:00,DOG,PIT BULL,MALE,GRAY,GREY,,,,,HEAD,,,,,
5/14/2014 00:00,DOG,SHIH TZU,FEMALE,GRAY,GRY WHT,1,11/9/2013 00:00,40222,,BODY,,,,,
5/13/2014 00:00,CAT,,FEMALE,ORANGE,ORANGE,,1/21/2014 00:00,,,BODY,,,,,
5/13/2014 00:00,CAT,,MALE,ORANGE,ORANGE TAB,,,,,BODY,,,,,
5/14/2014 00:00,CAT,,,,,,,,,BODY,,,,,
5/13/2014 00:00,DOG,SHAR-PEI,MALE,TAN,TAN,1,10/29/2013 00:00,40215,,BODY,,,,,
5/8/2014 00:00,DOG,AMER. BULL DOG,MALE,TAN,TAN WHITE,,,,,BODY,,,,,
5/12/2014 00:00,DOG,CHICHAUHUA,,RED,RED,,,,,BODY,,,,,
5/15/2014 00:00,DOG,,FEMALE,FAWN,FAWN WHIT,1,3/1/2014 00:00,,,BODY,,,,,
5/15/2014 00:00,DOG,,MALE,BROWN,BROWN,,,40210,,BODY,,,,,
5/17/2014 00:00,DOG,SHIH TZU,FEMALE,WHITE,WHITE,1,6/2/2014 00:00,,,HEAD,,,,,
5/18/2014 00:00,DOG,,,WHITE,WHITE GREY,,,40241,,HEAD,,,,,
5/16/2014 00:00,DOG,,,,,,,,,BODY,,,,,
5/18/2014 00:00,DOG,,,,,,,,,BODY,,,,,
5/17/2014 00:00,DOG,PIT BULL,MALE,BLACK,BLACK,,,,,BODY,,,,,
5/17/2014 00:00,,,,,,,,,,,,,,,
5/14/2014 00:00,CAT,,,BROWN,BRN TAN,,,,,BODY,,,,,
5/18/2014 00:00,DOG,,MALE,WHITE,WHITE BRN,,,40205,,BODY,,,,,
5/16/2014 00:00,DOG,,FEMALE,BLACK,BLACK,1,11/29/2013 00:00,,,BODY,,,,,
5/16/2014 00:00,DOG,,MALE,GRAY,GRY WHT,1,1/3/2014 00:00,,,BODY,,,,,
5/9/2014 00:00,DOG,SHIH TZU,FEMALE,BROWN,BRN WHT,,,,,BODY,,,,,
5/18/2014 00:00,DOG,BOXER,FEMALE,WHITE,WHITE,1,12/5/2013 00:00,,,BODY,,,,,
5/16/2014 00:00,DOG,,FEMALE,BROWN,BRN BLK,3,9/1/2011 00:00,40218,,HEAD,,,,,
5/18/2014 00:00,CAT,,FEMALE,BLACK,BLK WHT,1,8/30/2014 00:00,40291,,BODY,,,,,
5/18/2014 00:00,CAT,,MALE,BLACK,BLK WHT,1,6/13/2014 00:00,,,BODY,,,,,
5/18/2014 00:00,DOG,SAINT BERNARD,MALE,BROWN,BRN WHT,1,2/1/2014 00:00,,,BODY,,,,,
5/16/2014 00:00,CAT,,,,,,,,,BODY,,,,,
5/18/2014 00:00,DOG,,MALE,TAN,TANN,,,,,UNKNOWN,,,,,
5/18/2014 00:00,DOG,,MALE,TAN,TAN WHT,,,40203,,HEAD,,,,,
5/17/2014 00:00,DOG,,MALE,BLACK,BLK WHT,1,6/10/2014 00:00,,,BODY,,,,,
5/16/2014 00:00,DOG,PIT BULL,MALE,RED,RED,,,40210,,BODY,,,,,
5/20/2014 00:00,DOG,,FEMALE,BROWN,LT BROWN,,,40204,,BODY,,,,,
5/20/2014 00:00,DOG,,MALE,TAN,TAN,,,40118,,BODY,,,,,
5/17/2014 00:00,CAT,,,,,,,40299,,BODY,,,,,
5/17/2014 00:00,CAT,,,,,,,,,,,,,,
5/16/2014 00:00,DOG,LABRADOR RETRIV,,TAN,TAN/WHITE,,,40245,,BODY,,,,,
5/19/2014 00:00,DOG,LABRADOR RETRIV,,BLACK,BLACK,3,5/30/2014 00:00,40205,,BODY,,,,,
5/18/2014 00:00,DOG,LABRADOR RETRIV,,TAN,TAN,,,40207,,BODY,,,,,
5/18/2014 00:00,CAT,,MALE,BROWN,BRN/WHITE,,3/13/2014 00:00,40291,,BODY,,,,,
5/14/2014 00:00,DOG,WEIMARANER,,TAN,TAN/WHITE,1,3/28/2014 00:00,40272,,BODY,,,,,
5/20/2014 00:00,CAT,,FEMALE,GRAY,GREY,1,6/3/2014 00:00,40228,,,,,,,
5/19/2014 00:00,DOG,BASANJI,MALE,BEIGE,BEIGE,1,6/24/2013 00:00,40204,,BODY,,,,,
5/22/2014 00:00,DOG,BLUE HEELER,MALE,BLACK,BLACK,3,11/11/2011 00:00,40299,,HEAD,5/23/2014 00:00,,,,
5/22/2014 00:00,DOG,DOBERMAN,,BLACK,BLACK/TAN,1,6/5/2014 00:00,40219,,BODY,5/23/2014 00:00,,,,
5/22/2014 00:00,DOG,CHICHAUHUA,FEMALE,BROWN,BRN/WHITE,,5/7/2014 00:00,40208,,BODY,,,,,
5/13/2014 00:00,DOG,POODLE,MALE,WHITE,WHITE,1,6/6/2014 00:00,40272,,BODY,,,,,
5/21/2014 00:00,DOG,PIT BULL,,RED,RED/WHITE,,,40212,,BODY,,,,,
5/23/2014 00:00,BAT,,,BROWN,BROWN,,,40203,,BODY,,,,,
5/26/2014 00:00,DOG,,FEMALE,BLACK,BLACK,,,,,HEAD,,,,,
5/23/2014 00:00,DOG,COCKER SPAINEL,MALE,BROWN,BROWN,1,2/4/2014 00:00,40215,,BODY,,,,,
5/24/2014 00:00,DOG,PIT BULL,,,,,,40212,,BODY,,,,,
5/24/2014 00:00,DOG,,,,,,,,,HEAD,,,,,
5/22/2014 00:00,DOG,PIT BULL,MALE,WHITE,WHT TAN,,,40258,,BODY,,,,,
5/24/2014 00:00,DOG,,FEMALE,WHITE,WHITE BRN,,,,,BODY,,,,,
5/23/2014 00:00,DOG,,MALE,WHITE,WHT BRN,1,3/14/2014 00:00,40208,,BODY,,,,,
5/22/2014 00:00,DOG,PIT BULL,,,,,,40211,,UNKNOWN,,,,,
5/26/2014 00:00,DOG,PIT BULL,MALE,BLACK,BLACK,1,6/20/2014 00:00,,,BODY,,,,,
5/26/2014 00:00,DOG,,FEMALE,WHITE,WHITE,1,10/21/2013 00:00,40291,,BODY,,,,,
5/26/2014 00:00,DOG,,,,,,,,,BODY,,,,,
5/23/2014 00:00,DOG,PIT BULL,,GRAY,GRY WHITE,,,47130,,BODY,,,,,
5/27/2014 00:00,DOG,SIBERAN HUSKY,,,,,,40211,,HEAD,,,,,
5/26/2014 00:00,DOG,BULL DOG,,,,1,7/15/2013 00:00,,,BODY,,,,,
5/26/2014 00:00,DOG,,MALE,BROWN,BROWN,1,6/10/2014 00:00,,,BODY,,,,,
5/24/2014 00:00,DOG,,MALE,BLACK,BLK WHTE,3,5/20/2013 00:00,46107,,BODY,,,,,
5/28/2014 00:00,,,,,,,,,,BODY,,,,,
5/28/2014 00:00,DOG,,FEMALE,BRINDLE,BRINDLE,1,4/22/2014 00:00,,,BODY,,,,,
5/24/2014 00:00,CAT,,FEMALE,BLACK,BLK WHT,,,,,BODY,,,,,
5/29/2014 00:00,DOG,ENGLISH SHEPARD,FEMALE,BLACK,BLK WHITE,1,4/1/2014 00:00,40205,,BODY,,,,,
5/29/2014 00:00,DOG,,,,,,,,,BODY,,,,,
5/30/2014 00:00,DOG,,,,,1,12/13/2013 00:00,,,BODY,,,,,
5/30/2014 00:00,CAT,,FEMALE,GRAY,GREY,,,,,BODY,,,,,
6/1/2014 00:00,DOG,DOBERMAN,MALE,BLACK,BLK BRN,3,12/16/2011 00:00,42718,,HEAD,,,,,
5/31/2014 00:00,DOG,BORDER COLLIE M,FEMALE,WHITE,WHITE/BLAC,1,2/6/2014 00:00,40272,,BODY,,,,,
5/31/2014 00:00,DOG,,,,,,,40291,,BODY,,,,,
5/22/2014 00:00,DOG,PIT BULL,FEMALE,BLACK,BLK WHT,3,6/4/2014 00:00,40214,,BODY,,,,,
5/25/2014 00:00,DOG,BEAGLE,FEMALE,BROWN,BROWN,1,6/28/2014 00:00,40211,,BODY,,,,,
5/29/2014 00:00,DOG,PIT BULL,FEMALE,RED,RED,,5/14/2014 00:00,40118,,BODY,,,,,
5/29/2014 00:00,DOG,,MALE,TAN,TAN WHT,,1/3/2014 00:00,40203,,BODY,,,,,
5/29/2014 00:00,DOG,,FEMALE,WHITE,WHITE,1,2/28/2014 00:00,40203,,BODY,,,,,
5/20/2014 00:00,DOG,,MALE,WHITE,WHIT TAN,1,6/6/2014 00:00,40207,,BODY,,,,,
5/29/2014 00:00,CAT,,,BLACK,BLK WHT,,,,,BODY,,,,,
5/29/2014 00:00,DOG,PIT BULL,FEMALE,BLACK,BLK WHT,,,,,,,,,,
6/2/2014 00:00,DOG,,,,,1,6/24/2014 00:00,40213,,,,,,,
6/4/2014 00:00,DOG,SHELTIE,MALE,BROWN,SABLE,1,10/4/2013 00:00,,,HEAD,,,,,
6/4/2014 00:00,DOG,MIN PIN,MALE,BLACK,BLK BRN,1,2/13/2014 00:00,40214,,BODY,,,,,
6/3/2014 00:00,DOG,PIT BULL,MALE,,,,,40210,,UNKNOWN,,,,,
5/31/2014 00:00,DOG,,FEMALE,BLACK,BLK BRN,1,6/13/2014 00:00,40219,,BODY,,,,,
5/27/2014 00:00,DOG,PIT BULL,MALE,BRINDLE,BRINDLE,3,12/7/2012 00:00,40272,,BODY,,,,,
6/5/2014 00:00,DOG,,FEMALE,BROWN,BRN BLK,1,10/1/2013 00:00,,,BODY,,,,,
6/6/2014 00:00,DOG,PIT BULL,,,,,,,,BODY,,,,,
6/4/2014 00:00,DOG,,MALE,BLACK,BLK WHT,3,6/25/2014 00:00,,,BODY,,,,,
6/4/2014 00:00,CAT,,MALE,GRAY,GREY,1,6/5/2014 00:00,40216,,BODY,,,,,
6/8/2014 00:00,DOG,SPITZ,MALE,,,3,5/25/2013 00:00,40258,,HEAD,,,,,
5/29/2014 00:00,,,,,,,,40071,,BODY,,,,,
6/7/2014 00:00,CAT,,MALE,GRAY,GRY WHT,1,7/3/2014 00:00,,,BODY,,,,,
6/7/2014 00:00,CAT,,MALE,YELLOW,YELLOW,,,,,BODY,,,,,
6/7/2014 00:00,DOG,,MALE,,,1,4/3/2014 00:00,40223,,UNKNOWN,,,,,
6/7/2014 00:00,DOG,PIT BULL,,,,1,3/7/2014 00:00,40222,,BODY,,,,,
6/6/2014 00:00,DOG,,MALE,WHITE,WHT TAN,1,8/20/2013 00:00,40214,,BODY,,,,,
6/8/2014 00:00,DOG,POODLE,MALE,WHITE,WHITE,3,1/31/2012 00:00,40205,,BODY,,,,,
6/8/2014 00:00,CAT,,,,,1,6/21/2014 00:00,,,UNKNOWN,,,,,
6/8/2014 00:00,CAT,,MALE,WHITE,WHITE,,,40217,,BODY,,,,,
6/8/2014 00:00,CAT,,MALE,ORANGE,ORANGE,1,6/5/2014 00:00,,,BODY,,,,,
6/8/2014 00:00,DOG,,,YELLOW,YELLOW,1,4/7/2014 00:00,,,BODY,,,,,
6/10/2014 00:00,DOG,,,BROWN,BROWN,1,7/3/2014 00:00,40215,,BODY,,,,,
6/8/2014 00:00,DOG,,,BROWN,BRN GRY,1,6/11/2014 00:00,40291,,BODY,,,,,
6/10/2014 00:00,CAT,,MALE,BLACK,BLK GRY,1,6/24/2014 00:00,,,BODY,,,,,
6/9/2014 00:00,DOG,,,BLACK,BLCK WHT,,,,,BODY,,,,,
6/10/2014 00:00,DOG,,FEMALE,WHITE,WHIITE BLK,1,12/30/2013 00:00,,,BODY,,,,,
6/11/2014 00:00,DOG,PIT BULL,MALE,BLACK,BLACK,1,8/2/2014 00:00,,,HEAD,,,,,
6/9/2014 00:00,DOG,GERM SHEPHERD,MALE,BROWN,BROWN,1,3/1/2014 00:00,40272,,BODY,,,,,
6/9/2014 00:00,DOG,,MALE,WHITE,WHT BRN,1,6/10/2014 00:00,40272,,BODY,,,,,
6/11/2014 00:00,DOG,,FEMALE,BLACK,BLK BRN,1,11/7/2013 00:00,40216,,BODY,,,,,
6/11/2014 00:00,DOG,,MALE,BLACK,BLACK,1,2/19/2014 00:00,40214,,BODY,,,,,
6/6/2014 00:00,DOG,,MALE,BROWN,BRN WHTE,,,40219,,BODY,,,,,
6/8/2014 00:00,DOG,PIT BULL,MALE,BROWN,BRN WHT,1,9/16/2013 00:00,,,BODY,,,,,
6/8/2014 00:00,DOG,,MALE,BLACK,BLK WHT,,,40215,,BODY,,,,,
6/6/2014 00:00,DOG,,MALE,YELLOW,YELLOW,,,40215,,BODY,,,,,
6/8/2014 00:00,DOG,BEAGLE,FEMALE,TRICOLOR,TRI,,3/6/2014 00:00,,,HEAD,,,,,
6/14/2014 00:00,DOG,PIT BULL,FEMALE,TAN,TAN,,,40211,,BODY,,,,,
6/13/2014 00:00,DOG,CHICHAUHUA,,,,,,40223,,BODY,,,,,
6/14/2014 00:00,CAT,,,,,,,,,BODY,,,,,
6/14/2014 00:00,,,,,,,,,,BODY,,,,,
6/14/2014 00:00,DOG,,MALE,YELLOW,YELLOW,1,5/21/2014 00:00,40241,,UNKNOWN,,,,,
6/14/2014 00:00,DOG,,MALE,,,,,,,BODY,,,,,
6/15/2014 00:00,DOG,,FEMALE,BLACK,BLACK,1,8/2/2014 00:00,38585,,BODY,,,,,
6/15/2014 00:00,DOG,,MALE,BLACK,BLK BRN,,,,,BODY,,,,,
6/6/2014 00:00,DOG,WESTIE,,,,,,,,BODY,,,,,
6/16/2014 00:00,DOG,LABRADOR RETRIV,MALE,BROWN,BROWN,3,11/8/2011 00:00,40245,,UNKNOWN,,,,,
6/16/2014 00:00,DOG,GERM SHEPHERD,,,,,,,,UNKNOWN,,,,,
6/14/2014 00:00,DOG,POODLE,,,,,,42701,,UNKNOWN,,,,,
6/13/2014 00:00,DOG,,MALE,WHITE,WHT BRN,1,7/30/2014 00:00,40229,,BODY,,,,,
6/12/2014 00:00,DOG,,,BROWN,BTN WHT,,,,,BODY,,,,,
6/17/2014 00:00,,,,,,,,40218,,BODY,,,,,
6/17/2014 00:00,CAT,,,,,,,,,UNKNOWN,,,,,
6/17/2014 00:00,DOG,PIT BULL,MALE,GRAY,GRAY,,,40203,,BODY,,,,,
6/17/2014 00:00,DOG,PIT BULL,,,,,,,,BODY,,,,,
6/17/2014 00:00,DOG,,MALE,YELLOW,YELLOW,3,6/7/2014 00:00,,,BODY,,,,,
6/17/2014 00:00,DOG,,,,,,,,,BODY,,,,,
6/20/2014 00:00,DOG,GREAT PYRENEESE,MALE,WHITE,WHITE,1,2/27/2014 00:00,,,BODY,,,,,
6/13/2014 00:00,DOG,AM BULLDOG,MALE,,,1,7/5/2014 00:00,40031,,UNKNOWN,,,,,
6/23/2014 00:00,DOG,,,,,,,92037,,HEAD,,,,,
6/14/2014 00:00,DOG,GERM SHEPHERD,MALE,BLACK,BLK TAN,,,40299,,BODY,,,,6/25/2014 00:00,
6/17/2014 00:00,DOG,,MALE,TRICOLOR,TRI,1,12/27/2013 00:00,40272,,,,,,,
6/20/2014 00:00,DOG,PIT BULL,MALE,TAN,TAN WHT,,4/17/2014 00:00,,,BODY,,,,,
6/17/2014 00:00,DOG,PIT BULL,MALE,GRAY,GRAY WHT,,,40218,,BODY,,,,,
6/19/2014 00:00,DOG,PIT BULL,MALE,BLACK,BLCK WHTE,,10/23/2013 00:00,40004,,BODY,,,,,
6/7/2014 00:00,DOG,,MALE,TRICOLOR,TRI,,,,,BODY,,,,,
6/15/2014 00:00,DOG,,FEMALE,TAN,TAN,1,9/4/2013 00:00,40211,,BODY,,,,,
6/18/2014 00:00,DOG,ALASK. MALAMUTE,MALE,GRAY,GREY,,,,,BODY,,,,,
6/20/2014 00:00,DOG,SHIH TZU,MALE,BLACK,BLK WHITE,3,4/24/2014 00:00,,,BODY,,,,,
6/21/2014 00:00,CAT,,,BLACK,BLK WHIT,,,,,BODY,,,,,
6/21/2014 00:00,DOG,,FEMALE,WHITE,WHITE,,,,,BODY,,,,,
6/23/2014 00:00,DOG,,FEMALE,BLACK,BLK BRN,,9/3/2013 00:00,,,UNKNOWN,,,,,
6/24/2014 00:00,DOG,,,,,,,,,UNKNOWN,,,,,
